rollnumber,firstname,last name,gender,father name,location ,mobile number,Email,experience,graduation,% of marks,ssc marks,intermarks,entrance exam,entrance score,entrance score %,specialization,attendence,cgpa,DOB,address
9237,Noelle,K,female,Sacha,TAMILNADU,9000716934,Dameon.Barton@alexie.us,4,B.B.A.,79,412,782,MAT,422,71,FINNCE,52,5,8/14/1989,17266 State Spur 245
9238,Kay,L,male,Madonna,KERALA,9000716935,Gardner.Nolan@lia.tv,0,B.Com,59,592,979,CAT,569,77,OPERATIONS,74,5,1/26/1991,98 288B
9239,Pearl,M,male ,Noelle,ASSAM,9000716936,Alec@chance.org,2,B.Com,75,324,753,ATMA,598,70,ANALYTICS,15,4,4/26/1990,3189 S US Hwy 77
9240,Genevieve,N,female,Kay,JAIPUR,9000716937,Trent.Casper@stephany.name,2,B.Tech.,89,423,754,MAT,483,78,MARKETING,71,3,7/4/1989,82606 Rene la Salle
9241,Madonna,O,male,Pearl,ANDHRA,9000716938,Ruth_Funk@valentin.tv,4,B.Com,82,465,764,CAT,401,67,HR,57,3,1/29/1991,384 N State Hwy 1200
9242,Eden,P,male ,Genevieve,TELANGANA,9000716939,Pietro@estel.org,1,B.Com,52,418,804,ATMA,580,73,FINNCE,87,3,9/28/1990,76 N Memorial St
9243,Anne,Q,female,Madonna,UP,9000716940,Ruby@joelle.us,4,B.Tech.,60,531,846,MAT,470,64,OPERATIONS,18,5,7/23/1991,8425 S Robinson Dr
9244,Rana,R,male,Eden,GUJARAT,9000716941,Emilio@ole.ca,1,B.Sc.,85,497,765,CAT,587,93,ANALYTICS,86,5,3/21/1989,16 Chihuahua St
9245,Calista,S,male ,Anne,ORISA,9000716942,Kailyn_Simonis@lucienne.info,5,B.Tech,84,415,873,ATMA,466,87,MARKETING,40,3,12/7/1991,29481 E 7th St
9246,Yoko,T,female,Rana,BANGLORE,9000716943,Ashlee@diana.ca,1,B.Com,54,409,826,MAT,476,86,HR,67,4,7/10/1991,48 State Hwy 186
9247,Summer,U,male,Calista,BIHAR,9000716944,Linnea@savanah.biz,1,B.Com,56,554,886,CAT,545,61,FINNCE,55,5,8/7/1989,159 Gilmer St
9248,Karen,V,male ,Yoko,DELHI,9000716945,Myrtis.Kuhic@gerhard.co.uk,3,B.Com,87,505,770,ATMA,417,68,OPERATIONS,16,5,8/31/1991,8298 State Loop 221
9249,Giselle,W,female,Summer,TAMILNADU,9000716946,Dallas@felix.org,1,B.Tech.,52,591,979,MAT,454,83,ANALYTICS,59,4,1/16/1990,424 N Brooks Dr
9250,Reagan,X,male,Karen,KERALA,9000716947,Maximus@raven.net,0,B.E.,60,583,934,CAT,487,68,MARKETING,98,3,2/28/1989,60262 E Goodnight Ave
9251,Naida,Y,male ,Giselle,ASSAM,9000716948,Janet.Harber@adela.tv,5,B.B.A.,79,504,969,ATMA,531,86,HR,33,4,9/4/1991,40 State Hwy 164
9252,Jordan,Z,female,Reagan,JAIPUR,9000716949,Shanna@columbus.com,5,B.Tech.,80,465,705,MAT,477,71,FINNCE,96,3,8/9/1990,12510 US Hwy 190
9253,Medge,A,male,Naida,ANDHRA,9000716950,Joelle@arlo.org,2,B.Tech.,58,356,907,CAT,577,77,OPERATIONS,94,5,11/8/1991,3074 S Stemmons Fwy
9254,Celeste,B,male ,Jordan,TELANGANA,9000716951,Rosendo.Bogisich@roy.name,2,B.Sc.,90,435,839,ATMA,462,83,ANALYTICS,45,3,6/21/1991,648 E McGregor Dr
9255,Melissa,C,female,Medge,UP,9000716952,Madaline.Wunsch@rodolfo.ca,2,B.B.M.,54,583,874,MAT,585,93,MARKETING,78,5,7/9/1989,44 State Loop 254
9256,Madeline,D,male,Celeste,GUJARAT,9000716953,Zelda.Price@hallie.biz,4,B.Com,51,317,918,CAT,483,79,HR,35,3,7/10/1991,5908 E State Hwy 36
9257,Jena,E,male ,Melissa,ORISA,9000716954,Nona@zita.tv,1,B.E.,60,432,757,ATMA,596,66,FINNCE,11,4,4/5/1991,4870 FM 417
9258,Lee,F,female,Madeline,BANGLORE,9000716955,Solon@ryder.us,5,B.Com,82,557,710,MAT,408,66,OPERATIONS,61,5,1/1/1990,498 D Rd
9259,Cora,G,male,Jena,BIHAR,9000716956,Joshua.Kilback@marcella.us,1,B.B.M.,71,528,760,CAT,581,93,ANALYTICS,18,5,3/8/1989,522 World War II Veteran
9261,Scarlett,H,male ,Lee,DELHI,9000716957,Cynthia_Rath@pasquale.net,5,B.Tech.,59,561,789,ATMA,407,89,MARKETING,24,4,6/22/1989,43043 State Hwy 156
9262,Phyllis,I,female,Cora,TAMILNADU,9000716958,Jacinto_Schiller@dorthy.biz,4,B.Tech.,74,356,786,MAT,510,81,HR,43,3,6/4/1990,1535 S Pearl Expy
9021,Alma,J,male,Scarlett,KERALA,9000716959,Mary@glennie.ca,1,B.Com,87,355,815,CAT,493,90,FINNCE,26,5,2/6/1989,29 Cliffside Rd
8941,Brielle,K,male ,Phyllis,ASSAM,9000716960,Armani.Kuhlman@millie.biz,1,B.Pharm,73,444,701,ATMA,559,65,OPERATIONS,73,4,11/2/1991,78385 W College St
8821,Melinda,L,female,Alma,JAIPUR,9000716961,Queenie@edison.net,0,B.Tech.,75,548,841,MAT,559,95,ANALYTICS,24,4,4/22/1990,5362 W 5th St
8701,Petra,M,male,Brielle,ANDHRA,9000716962,Beulah_Rutherford@marcelino.info,1,B.B.A.,60,323,981,CAT,521,86,MARKETING,69,4,1/17/1991,66 Old Fechner
8581,Shelly,N,male ,Melinda,TELANGANA,9000716963,Roosevelt_Conn@ilene.tv,1,B.Sc.,86,459,804,ATMA,480,75,HR,87,5,5/19/1989,1544 Lebanon Rd
8461,Kylynn,O,female,Petra,UP,9000716964,Fabian_Torphy@malika.co.uk,1,B.Com,53,323,800,MAT,449,83,FINNCE,49,4,8/21/1991,6615 N Area
8341,Zia,P,male,Shelly,GUJARAT,9000716965,Romaine@deron.org,4,B.Pharm,83,452,824,CAT,501,98,OPERATIONS,53,5,7/16/1991,18461 Carlos G Parker Blvd
8221,Lee,Q,male ,Kylynn,ORISA,9000716966,Leopoldo.DAmore@maynard.me,0,B.Tech,79,496,959,ATMA,464,73,ANALYTICS,17,4,6/14/1991,6553 Shoreline Rd
8101,Patience,R,female,Zia,BANGLORE,9000716967,Zechariah@bettie.name,5,B.Tech.,90,453,902,MAT,551,77,MARKETING,40,3,5/5/1991,67 State Spur 101
7981,Dakota,S,male,Lee,BIHAR,9000716968,Lilly@daisy.net,4,B.Tech,73,352,724,CAT,420,65,HR,65,4,6/12/1989,98585 S Depot Rd
7861,Lisandra,T,male ,Patience,DELHI,9000716969,Patricia_Connelly@monty.co.uk,1,B.E.,50,552,917,ATMA,413,85,FINNCE,11,3,4/10/1990,76 State Hwy 77
7741,Shay,U,female,Dakota,TAMILNADU,9000716970,Francis_Kuhn@clarabelle.tv,3,BE,79,557,860,MAT,405,71,OPERATIONS,41,3,1/16/1991,81182 42 N
7621,Sigourney,V,male,Lisandra,KERALA,9000716971,Talon@thalia.biz,3,B.Tech,83,450,741,CAT,560,63,ANALYTICS,38,3,11/17/1989,48 Spr 325
7501,Zenia,W,male ,Shay,ASSAM,9000716972,Eldora@candice.com,1,B.Com,52,400,815,ATMA,526,98,MARKETING,61,4,4/29/1991,8629 State Hwy 155
7381,Galena,X,female,Sigourney,JAIPUR,9000716973,Brandi@santa.tv,3,B.E.,62,445,965,MAT,561,81,HR,29,5,11/4/1991,1090 State Loop 40
7261,Margaret,Y,male,Zenia,ANDHRA,9000716974,Nona@erika.biz,2,B.E.,53,480,761,CAT,547,65,FINNCE,32,3,10/2/1990,11 E John W Carpenter F
7141,Nerea,Z,male ,Galena,TELANGANA,9000716975,Abigail@katrine.biz,2,B.Tech,67,547,776,ATMA,489,89,OPERATIONS,50,5,8/5/1990,56462 Ss 45 E
121101,Tanya,A,female,Margaret,UP,9000716976,Lorenza@beatrice.info,3,BMS,81,483,917,MAT,401,85,ANALYTICS,64,5,1/5/1990,31415 Broadway Ave
121102,Kendall,B,male,Nerea,GUJARAT,9000716977,Earline.Lehner@eloise.info,4,B.Com,86,484,967,CAT,555,79,MARKETING,85,4,6/13/1990,80122 Palestine St
121104,Rose,C,male ,Tanya,ORISA,9000716978,Leta@elza.me,4,B.Com,54,565,807,ATMA,491,70,HR,59,4,11/26/1990,62 Gun Barrel Ln
121106,Erin,D,female,Kendall,BANGLORE,9000716979,Otho_Gerhold@estella.biz,3,B.Com,52,455,776,MAT,459,97,FINNCE,82,5,10/31/1991,95721 W Princeton Dr
121107,Violet,E,male,Rose,BIHAR,9000716980,Emery_OHara@brad.net,0,B.Tech,61,398,987,CAT,545,79,OPERATIONS,73,4,8/22/1990,6204 S Business 289
121108,Halee,F,male ,Erin,DELHI,9000716981,Elouise_Monahan@loyce.co.uk,0,BE,50,585,790,ATMA,474,65,ANALYTICS,33,4,5/11/1990,6283 North St
121109,Grace,G,female,Violet,TAMILNADU,9000716982,Carli.Tromp@richie.io,5,B.Sc.,56,398,946,MAT,415,79,MARKETING,70,3,11/13/1986,43647 Brownfield Hwy
121111,Cecilia,H,male,Jackson,KERALA,9000716983,Merlin@winston.org,3,B.Tech,83,575,810,CAT,577,76,HR,80,5,7/14/1988,34581 NW Frwy Acc
121112,Blythe,I,male ,Joshua,ASSAM,9000716984,Samson@golden.info,3,B.Com,58,596,960,ATMA,458,88,FINNCE,97,3,10/4/1989,3416 US Hwy 285
121113,Charde,J,female,Joshua,JAIPUR,9000716985,Elijah.Robel@wava.tv,5,BBA,70,497,811,MAT,586,80,OPERATIONS,73,5,1/15/1988,541 Kessler Ave
121114,Hayfa,K,male,Jamal,ANDHRA,9000716986,Asha@jevon.ca,4,B.Tech(cosmetic),68,552,713,CAT,470,74,ANALYTICS,60,5,8/26/1986,97299 Loop 1604
121115,Imani,L,male ,Ciaran,TELANGANA,9000716987,Paige_Renner@may.net,3,,66,491,924,ATMA,594,87,MARKETING,52,5,7/25/1989,457 N Greer Blvd
121116,Cassady,M,female,Hammett,UP,9000716988,Easton_Friesen@xavier.us,5,B.com,53,387,873,MAT,538,62,HR,65,5,5/9/1987,49 River Oaks Blvd
121117,Kerry,N,male,Nicholas,GUJARAT,9000716989,Ara@skyla.name,1,B.Com,88,521,915,CAT,585,88,FINNCE,88,3,1/15/1988,53481 FM 291
121118,Brynne,O,male ,Kelly,ORISA,9000716990,Adolfo.Ziemann@justen.io,0,B.Com,67,421,985,ATMA,583,98,OPERATIONS,82,4,10/3/1987,77044 Bryant Blvd N
121121,Kelsey,P,female,Leroy,BANGLORE,9000716991,Imelda@urban.me,2,B.Tech,71,335,940,MAT,491,75,ANALYTICS,28,5,11/4/1989,92 Hwy 59
121122,Tara,Q,male,Lionel,BIHAR,9000716992,Sheila.Stracke@kristian.ca,5,B.Tech,61,317,723,CAT,514,93,MARKETING,92,5,5/9/1989,47926 State Loop 510
121123,Lynn,R,male ,Brian,DELHI,9000716993,Alessia@letha.biz,4,B.Com,58,434,841,ATMA,584,72,HR,55,5,4/3/1989,62305 S Flores Rd
121124,Alana,S,female,Omar,TAMILNADU,9000716994,Keagan@tad.org,3,B.Tech,60,596,723,MAT,517,96,FINNCE,94,5,5/1/1988,224 Bus 277
121125,Sonia,T,male,David,KERALA,9000716995,Merle@ashtyn.org,5,B.Tech,72,334,847,CAT,422,94,OPERATIONS,35,4,3/10/1986,308 E Loop 301
121126,Tanya,U,male ,Lyle,ASSAM,9000716996,Antwan@berenice.co.uk,0,B.Com,82,415,978,ATMA,596,78,ANALYTICS,47,5,8/5/1985,76 Beaumont Ave
121127,Idona,V,female,Kamal,JAIPUR,9000716997,Brandyn.Shields@clotilde.biz,0,B.Tech,72,538,893,MAT,466,76,MARKETING,37,5,12/24/1985,86921 59-Hov
121128,Deirdre,W,male,Ian,ANDHRA,9000716998,Josiah.Morar@kareem.info,2,B.Tech,90,440,900,CAT,495,86,HR,54,3,8/26/1986,58 Gains Ranch Loop
121129,Naomi,X,male ,Brenden,TELANGANA,9000716999,Dereck@althea.me,4,B.Tech,77,496,709,ATMA,449,71,FINNCE,73,4,9/4/1985,87 Crystal City Hwy
121130,Deirdre,Y,female,Dillon,UP,9000717000,Cynthia@rollin.tv,1,B.Tech,60,562,742,MAT,544,69,OPERATIONS,40,3,5/9/1985,43 FM 613
121131,Regina,Z,male,Rafael,GUJARAT,9000717001,Jeremie.Cronin@lincoln.us,1,B.Tech,69,369,767,CAT,442,94,ANALYTICS,81,3,3/26/1988,3140 Hanson Ave
121132,Nomlanga,A,male ,Tucker,ORISA,9000717002,Reinhold_Douglas@leonardo.name,3,B.Tech,74,549,928,ATMA,459,96,MARKETING,59,4,7/1/1986,21552 Levelland Hwy
121133,Zelda,B,female,Jacob,BANGLORE,9000717003,Jaida@torey.co.uk,2,B.Tech,59,379,883,MAT,469,90,HR,34,5,6/11/1989,84013 US Hwy 67/90
121134,Ursa,C,male,Jared,BIHAR,9000717004,Ashleigh_Langosh@era.me,5,B.Com,80,527,779,CAT,414,75,FINNCE,72,5,5/23/1989,52 N Spr 63
121136,Kiayada,D,male ,Matthew,DELHI,9000717005,Darlene_Boyer@jarrod.tv,0,B.Tech,68,418,972,ATMA,455,75,OPERATIONS,91,5,4/11/1988,5937 State Hwy 248
121137,Nicole,E,female,Hall,TAMILNADU,9000717006,Heath.Rolfson@irwin.co.uk,4,B.Tech,70,375,914,MAT,555,90,ANALYTICS,90,5,12/2/1986,84 Wright Dr
121138,Xaviera,F,male,Giacomo,KERALA,9000717007,Margot@penelope.io,3,B.Tech,88,379,769,CAT,433,88,MARKETING,29,3,12/17/1985,54030 State Park Rd 22
121139,Zelenia,G,male ,Carl,ASSAM,9000717008,Florencio@bradly.net,3,B.Tech,89,580,798,ATMA,401,68,HR,71,3,7/8/1989,68 E State Hwy 107
121140,Phoebe,H,female,Dieter,JAIPUR,9000717009,Breana.Pouros@nakia.biz,0,B.B.M,72,598,743,MAT,534,63,FINNCE,26,4,6/22/1989,81041 Webster Ave
121141,Shay,I,male,Peter,ANDHRA,9000717010,Arnaldo.Anderson@lavinia.name,5,B.Tech,66,571,722,CAT,500,97,OPERATIONS,91,5,12/15/1986,5588 I- 20
121145,Shaeleigh,J,male ,Jasper,TELANGANA,9000717011,Wilburn@janiya.us,0,B.Tech,79,521,749,ATMA,444,84,ANALYTICS,62,3,8/2/1985,893 FM 256
121146,Idona,K,female,Hiram,UP,9000717012,Parker_Schiller@alfonzo.com,5,B.B.M,50,492,729,MAT,424,90,MARKETING,19,4,7/17/1987,51378 Tahoka Rd
121149,Neve,L,male,Felix,GUJARAT,9000717013,Hazel@therese.biz,2,B.Tech,51,575,798,CAT,471,76,HR,26,4,3/24/1989,420 State Loop 177
121150,Ciara,M,male ,Erasmus,ORISA,9000717014,Jazmin_Kihn@marcel.io,0,B.Tech,80,419,926,ATMA,487,79,FINNCE,94,3,3/22/1986,45 E Hwy 80
121151,Laurel,N,female,Lewis,BANGLORE,9000717015,Stephen@gerda.io,0,B.Tech,82,490,932,MAT,463,79,OPERATIONS,43,3,10/17/1985,36 S Getty St
121152,Ignacia,O,male,Dean,BIHAR,9000717016,Christiana@josianne.io,3,B.Tech,75,563,876,CAT,530,96,ANALYTICS,72,4,11/2/1985,25 President George Bus
121155,Aphrodite,P,male ,Ira,DELHI,9000717017,Kirsten.Wolff@ayden.org,2,B.Com,79,420,945,ATMA,518,69,MARKETING,46,3,12/4/1985,982 Loop 332
121159,Gay,Q,female,Brandon,TAMILNADU,9000717018,Rosalind@adonis.co.uk,3,B.E.,68,563,765,MAT,464,95,HR,29,4,8/30/1987,54845 Colorado Dr
121203,Ruth,R,male,Hop,KERALA,9000717019,Sonia.Frami@amparo.name,4,B.Tech,80,412,727,CAT,585,66,FINNCE,32,5,2/11/1985,64624 Spr 115
121207,Indira,S,male ,Derek,ASSAM,9000717020,Allie@fabiola.com,1,B.E.,67,345,921,ATMA,457,71,OPERATIONS,46,3,10/18/1989,177 E US Hwy 380 Bus
121208,Rinah,T,female,Vladimir,JAIPUR,9000717021,Carlos_Kovacek@glennie.ca,4,B.Tech,79,545,816,MAT,448,60,ANALYTICS,38,5,4/4/1988,41094 State Hwy 127
121209,Eve,U,male,Keegan,ANDHRA,9000717022,Marquise@donato.io,3,B.Tech,84,564,984,CAT,516,66,MARKETING,76,4,12/9/1986,20797 State Loop 291
121210,Nicole,V,male ,Alan,TELANGANA,9000717023,Eli@darion.name,2,B.Com,55,354,801,ATMA,593,66,HR,47,4,5/25/1986,33780 State Hwy 72
121211,Freya,W,female,Dylan,UP,9000717024,Reyes.Reichel@katlynn.io,0,B.Tech,84,482,744,MAT,579,93,FINNCE,96,3,7/24/1987,8066 N Chappell Hill St
121212,Cara,X,male,Thomas,GUJARAT,9000717025,Julianne_Lakin@yolanda.me,3,B.Tech,85,560,942,CAT,495,65,OPERATIONS,14,3,12/14/1985,13241 Poly North Fwy
121213,Rana,Y,male ,Kibo,ORISA,9000717026,Karolann@danyka.io,5,B.Tech,53,336,705,ATMA,473,87,ANALYTICS,81,4,6/1/1988,98007 US Hwy 287P Bus
121215,Anika,Z,female,Jacob,BANGLORE,9000717027,Duane@misty.com,0,B.Tech,67,534,946,MAT,512,89,MARKETING,49,4,7/4/1989,8263 State Hwy 78 Bus
121216,Avye,A,male,David,BIHAR,9000717028,Milford@rico.us,3,B.Tech,80,584,824,CAT,574,75,HR,64,3,6/8/1985,78292 Ranch Rd 1345
121217,Robin,B,male ,Uriel,DELHI,9000717029,Afton@linnea.ca,4,B.Tech,88,376,780,ATMA,475,85,FINNCE,94,3,1/23/1986,14 Ranch Rd 1476
121218,Astra,C,female,Rigel,TAMILNADU,9000717030,Rhiannon.Reilly@brionna.co.uk,5,NCHMCT,53,499,767,MAT,490,71,OPERATIONS,81,5,11/20/1989,577 US Hwy Bus 271/n Jef
121219,Freya,D,male,Colton,KERALA,9000717031,Jeromy@adriel.info,4,B.B.A,66,577,797,CAT,562,84,ANALYTICS,34,4,8/4/1989,2048 6th St N
121221,Sacha,E,male ,Valentine,ASSAM,9000717032,Danyka@oswald.me,0,B.Tech,80,394,876,ATMA,420,66,MARKETING,55,5,3/6/1987,1660 US Hwy 84
121222,Madonna,F,female,Daquan,JAIPUR,9000717033,Cade_Dibbert@tyler.info,3,B.Tech,77,469,894,MAT,491,78,HR,15,4,11/13/1985,752 FM 219
121223,Noelle,G,male,Channing,ANDHRA,9000717034,Chaim@nash.org,0,B.Tech,70,308,844,CAT,446,89,FINNCE,16,4,7/23/1985,5837 State Hwy 45
121225,Kay,H,male ,Cruz,TELANGANA,9000717035,Alia_Welch@destiney.info,5,B.E.,83,578,857,ATMA,461,81,OPERATIONS,77,4,1/24/1985,29 E Johnson St
121226,Pearl,I,female,Tate,UP,9000717036,Americo.McKenzie@aubrey.info,4,B.E.,67,461,850,MAT,550,82,ANALYTICS,87,5,10/13/1986,7006 Greenbriar Rd
121228,Genevieve,J,male,Abbot,GUJARAT,9000717037,Kathlyn@abelardo.com,1,B.Com,66,585,897,CAT,543,73,MARKETING,91,3,8/26/1985,8941 W Goliad Ave
121229,Madonna,K,male ,Benedict,ORISA,9000717038,Dillon.Ward@karianne.net,2,B.Tech,52,509,938,ATMA,501,87,HR,80,4,7/23/1986,553 E Sam Rayburn Rd
121231,Eden,L,female,Thaddeus,BANGLORE,9000717039,Antone@gabriel.us,1,B.Com,60,561,929,MAT,517,92,FINNCE,11,5,2/26/1989,7441 I- 45 Bus
121232,Anne,M,male,Xavier,BIHAR,9000717040,Graciela_Schaden@ruthe.biz,5,B.Pharm,87,362,926,CAT,454,90,OPERATIONS,76,5,9/26/1987,37 N Walton Walker Blvd
121234,Rana,N,male ,Brock,DELHI,9000717041,Keaton@jaiden.io,2,B.Tech,88,304,957,ATMA,450,81,ANALYTICS,20,4,12/21/1985,461 Lake Rd
121236,Calista,O,female,Trevor,TAMILNADU,9000717042,Gerry.Rolfson@libbie.ca,3,B.Tech,61,563,967,MAT,569,60,MARKETING,22,4,6/7/1989,9064 FM 3393
121237,Yoko,P,male,Nathan,KERALA,9000717043,Bud@alycia.info,1,B.HM& Tou,68,331,870,CAT,573,80,HR,81,3,12/14/1987,8169 W Kiest Blvd
121238,Summer,Q,male ,Keefe,ASSAM,9000717044,Casimir@elliot.me,3,B.E.,79,546,960,ATMA,501,77,FINNCE,25,4,6/16/1985,71 Brazosport Blvd N
121240,Karen,R,female,Darius,JAIPUR,9000717045,Waylon@ernest.info,5,B.Tech,60,408,709,MAT,435,69,OPERATIONS,14,3,6/23/1987,99218 W Brown St
121241,Giselle,S,male,David,ANDHRA,9000717046,Carole.Strosin@golda.io,1,B.Com,65,324,748,CAT,561,80,ANALYTICS,35,5,3/16/1985,58 N Hwy 36
121245,Reagan,T,male ,Rafael,TELANGANA,9000717047,Fritz.Williamson@luigi.org,1,B.Tech,77,506,959,ATMA,592,85,MARKETING,97,5,12/23/1985,73974 State Spur 117
121242,Naida,U,female,Zeph,UP,9000717048,Jamel@giovani.co.uk,5,B.Tech,55,368,756,MAT,527,92,HR,80,5,2/28/1986,39020 Menard Hwy
121246,Jordan,V,male,Jermaine,GUJARAT,9000717049,Chanel@karianne.net,0,B.Tech,78,504,862,CAT,500,79,FINNCE,43,4,11/25/1987,2317 Arp Dr
121247,Medge,W,male ,Maxwell,ORISA,9000717050,Charlotte.Stracke@braulio.co.uk,4,B.Tech,71,326,789,ATMA,449,85,OPERATIONS,23,4,4/1/1989,712 N Broadway
121249,Celeste,X,female,Thane,BANGLORE,9000717051,Cheyanne_Koelpin@hoyt.name,3,B.Tech,61,581,713,MAT,516,60,ANALYTICS,81,3,2/12/1985,12038 Las Vacas St
121250,Melissa,Y,male,Devin,BIHAR,9000717052,Zackery@spencer.ca,1,B.Tech,50,409,733,CAT,527,69,MARKETING,47,3,3/27/1987,845 FM 4
121251,Madeline,Z,male ,Damian,DELHI,9000717053,Brook_Heaney@chanelle.tv,2,B.Com,69,418,771,ATMA,554,66,HR,43,4,10/3/1986,621 S Faires St
121252,Jena,A,female,Amery,TAMILNADU,9000717054,Jewell.Zemlak@cleveland.co.uk,2,B.Tech,74,577,850,MAT,563,83,FINNCE,54,5,8/7/1989,141 Hwy 96 Byp
121253,Lee,B,male,Porter,KERALA,9000717055,Michele@haleigh.biz,0,B.Tech,83,359,898,CAT,414,64,OPERATIONS,54,3,8/23/1987,12492 Old State Hwy 66
121301,Cora,C,male ,Brady,ASSAM,9000717056,Mike_Murray@joelle.com,5,B.Tech,73,474,987,ATMA,590,62,ANALYTICS,96,3,7/20/1985,97636 E Delano Ave
121303,Scarlett,D,female,Denton,JAIPUR,9000717057,Pascale@dale.me,2,B.Tech,50,516,790,MAT,560,69,MARKETING,32,5,6/9/1988,18542 State Spur 122
121304,Phyllis,E,male,Yasir,ANDHRA,9000717058,Dameon_Streich@ova.com,3,B.Sc.,81,563,751,CAT,456,83,HR,22,4,6/29/1987,3128 Ed Bluestein Blvd
121305,Alma,F,male ,Lucas,TELANGANA,9000717059,Mona@santos.ca,5,B.Tech,86,400,884,ATMA,505,67,FINNCE,22,4,12/2/1985,9884 W State Hwy 128
121306,Brielle,G,female,Geoffrey,UP,9000717060,Clint.Greenholt@aaron.co.uk,2,B.Com,53,389,843,MAT,597,74,OPERATIONS,93,4,3/8/1986,7940 US Hwy 90E
121307,Melinda,H,male,Hop,GUJARAT,9000717061,Emelia@vilma.org,0,B.Tech,65,594,875,CAT,484,72,ANALYTICS,40,3,6/6/1985,67013 9th Ave
121308,Petra,I,male ,Louis,ORISA,9000717062,Rodrigo_Cassin@dillon.name,3,B.B.A,81,323,975,ATMA,452,78,MARKETING,58,5,8/25/1987,906 State Hwy 323 NW
121312,Shelly,J,female,Addison,BANGLORE,9000717063,Mary.Harris@stefanie.biz,0,B.Tech,62,320,752,MAT,569,82,HR,20,5,10/19/1988,96 Rusk Ave
121314,Kylynn,K,male,Solomon,BIHAR,9000717064,Jaron@sheridan.org,1,B.E.,59,558,953,CAT,435,76,FINNCE,33,4,12/12/1987,65144 State Loop 110
121315,Zia,L,male ,Beck,DELHI,9000717065,Roderick_Schmeler@jeanie.ca,5,B.Com,87,539,779,ATMA,581,67,OPERATIONS,65,5,11/20/1989,92 N Laurent St
121316,Lee,M,female,Kirk,TAMILNADU,9000717066,Travis_Kunde@layla.com,2,B.Tech,73,536,994,MAT,564,64,ANALYTICS,91,5,8/23/1986,6462 W Loop 254
121317,Patience,N,male,Yoshio,KERALA,9000717067,Friedrich@jarret.me,3,B.Tech,55,497,824,CAT,447,76,MARKETING,31,5,2/9/1985,20616 State Spur 272
121318,Dakota,O,male ,Asher,ASSAM,9000717068,Gabrielle.Kulas@garnet.name,1,B.Tech,62,335,782,ATMA,503,94,HR,84,5,12/7/1989,74868 Northwest Fwy
121319,Lisandra,P,female,Chaim,JAIPUR,9000717069,Vincenzo_Rogahn@mohammad.biz,2,B.Tech,67,580,717,MAT,522,68,FINNCE,28,3,9/18/1987,45 S Cravens Rd
121320,Shay,Q,male,Tanek,ANDHRA,9000717070,Aliza.Kerluke@nigel.us,4,B.Tech,74,528,777,CAT,426,95,OPERATIONS,29,3,6/7/1988,750 S Washburn St
121321,Sigourney,R,male ,Cairo,TELANGANA,9000717071,Manley.Parker@ian.net,2,B.Tech,90,436,821,ATMA,411,87,ANALYTICS,27,4,5/13/1986,45213 E Ennis Ave
121322,Zenia,S,female,Garrett,UP,9000717072,Retha.Keebler@andy.biz,1,B.Tech,74,483,739,MAT,461,80,MARKETING,85,4,7/15/1985,44245 S Harborth Ave
121323,Galena,T,male,Kato,GUJARAT,9000717073,Jaunita.Haag@alphonso.org,4,B.Tech,80,438,839,CAT,465,76,HR,39,4,6/7/1985,795 Trans Mountain Rd
121324,Margaret,U,male ,Kato,ORISA,9000717074,Alicia@frida.io,3,B.Tech,57,548,751,ATMA,525,87,FINNCE,52,4,2/18/1987,84296 Hyw 49
121325,Nerea,V,female,Armando,BANGLORE,9000717075,Johnny@scotty.org,0,B.Tech,86,489,817,MAT,556,97,OPERATIONS,51,4,12/20/1987,8469 State Hwy 1904 E
121326,Tanya,W,male,Sylvester,BIHAR,9000717076,Gayle@frieda.io,0,B.Tech,82,373,704,CAT,491,89,ANALYTICS,89,4,1/16/1987,26706 W Veterans Memorial 
121327,Kendall,X,male ,Rajah,DELHI,9000717077,Dion_Keeling@alessandro.co.uk,1,B.E.,53,496,865,ATMA,548,75,MARKETING,76,4,8/25/1989,80376 S Loop Fwy
121328,Rose,Y,female,Gray,TAMILNADU,9000717078,Luigi.Green@margie.ca,5,B.Tech,89,353,819,MAT,446,69,HR,13,3,5/5/1987,24096 Hwy Blvd
121329,Erin,Z,male,Dexter,KERALA,9000717079,Jed_Prohaska@melvin.net,3,B.Tech,67,530,968,CAT,571,88,FINNCE,14,5,7/10/1988,34 NE H K Dodgen Loop
121330,Violet,A,male ,Samuel,ASSAM,9000717080,Lionel.Barton@adele.tv,5,B.Tech,53,459,759,ATMA,444,88,OPERATIONS,94,4,2/4/1988,18 State Hwy 347
121331,Halee,B,female,Josiah,JAIPUR,9000717081,Jimmy.Gleichner@andre.info,4,B.Tech,58,391,815,MAT,526,80,ANALYTICS,93,5,10/19/1987,42311 E St
121332,Grace,C,male,Colin,ANDHRA,9000717082,Ramona_Kuhic@sylvester.net,1,B.Tech,84,426,795,CAT,462,67,MARKETING,30,3,10/9/1986,11599 Loop 534
121334,Cecilia,D,male ,Colorado,TELANGANA,9000717083,Consuelo@assunta.biz,0,B.Tech,87,334,863,ATMA,460,77,HR,84,4,2/26/1989,79 Hwy 3 S
121335,Blythe,E,female,Burton,UP,9000717084,Roberto@demetris.co.uk,2,B.B.A,52,442,773,MAT,537,80,FINNCE,24,4,4/30/1985,141 S 12th Ave
